sample_id,avg_elements,min_elements,max_elements,density_category
1658530336086,7.0,7,7,low
1656315112834,490.0,490,490,high
1656141474159,151.0,151,151,high
1657291151765,166.0,166,166,high
1657413257806,7.0,7,7,low
1658952931098,7.0,7,7,low
1655930647764,36.0,36,36,low
1656134044132,21.0,21,21,low
1656584842863,340.0,340,340,high
1658301491703,7.0,7,7,low
1656096472295,8.0,8,8,low
1656385994634,198.0,198,198,high
1657292538156,43.0,43,43,low
1658993300846,619.0,619,619,high
1656167503417,136.0,136,136,medium
1656008345453,46.0,46,46,low
1656415134248,10.0,10,10,low
1656108004504,37.0,37,37,low
1656308251978,178.0,178,178,high
1657401771603,43.0,43,43,low
1656111632350,148.0,148,148,medium
1657204827785,7.0,7,7,low
1659062266637,7.0,7,7,low
1656599863401,167.0,167,167,high
1656532659309,61.0,61,61,medium
1656188738878,227.0,227,227,high
1655933557980,147.0,147,147,medium
1658487198023,43.0,43,43,low
1658374081871,43.0,43,43,low
1655976324273,127.0,127,127,medium
1657392938696,7.0,7,7,low
1656256803553,131.0,131,131,medium
1656194168558,240.0,240,240,high
1656414796904,290.0,290,290,high
1656608393171,119.0,119,119,medium
1655905563731,260.0,260,260,high
1658400890679,43.0,43,43,low
1655928794723,109.0,109,109,medium
1656289055885,303.0,303,303,high
1657198767212,43.0,43,43,low
1658281386912,187.0,187,187,high
1658575421341,43.0,43,43,low
1657166733084,30.0,30,30,low
1656287524776,96.0,96,96,medium
1656397617233,58.0,58,58,medium
1656120032110,38.0,38,38,low
1658628075158,72.0,72,72,medium
1656478477860,36.0,36,36,low
1656306340009,83.0,83,83,medium
1656236058894,182.0,182,182,high
1656051254382,33.0,33,33,low
1657275956677,43.0,43,43,low
1656003332704,51.0,51,51,medium
1658344934991,43.0,43,43,low
1656615558016,31.0,31,31,low
1657426762103,187.0,187,187,high
1655949776746,48.0,48,48,low
1657099427213,43.0,43,43,low
1655910658978,8.0,8,8,low
1658848848126,43.0,43,43,low
1657452304138,7.0,7,7,low
1656278216326,105.0,105,105,medium
1655939124747,156.0,156,156,high
1659402114367,187.0,187,187,high
1655967770495,101.0,101,101,medium
1656460657358,132.0,132,132,medium
1656399773530,139.0,139,139,medium
1656128926223,124.0,124,124,medium
1656131347206,190.0,190,190,high
1657125365584,7.0,7,7,low
1655890048313,476.0,476,476,high
1656384788647,100.0,100,100,medium
1656002885420,35.0,35,35,low
1656377940456,155.0,155,155,high
1659069825284,7.0,7,7,low
1657197298982,257.0,257,257,high
1656568084906,106.0,106,106,medium
1656326213667,47.0,47,47,low
1658284314266,43.0,43,43,low
1657100135068,86.0,86,86,medium
1656187010600,38.0,38,38,low
1656305018181,68.0,68,68,medium
1656542531485,219.0,219,219,high
1656247489116,86.0,86,86,medium
1656336675892,115.0,115,115,medium
1656033429354,185.0,185,185,high
1656134231155,86.0,86,86,medium
1656248097440,80.0,80,80,medium
1658267550800,7.0,7,7,low
1656027567237,151.0,151,151,high
1656564663349,89.0,89,89,medium
1658459110918,7.0,7,7,low
1656514414259,164.0,164,164,high
1658334617195,43.0,43,43,low
1656184585368,148.0,148,148,medium
1656617241680,91.0,91,91,medium
1656176010463,62.0,62,62,medium
1656342252820,195.0,195,195,high
1656170761179,134.0,134,134,medium
1656583149570,147.0,147,147,medium
1655988070030,37.0,37,37,low
1656360408207,77.0,77,77,medium
1656218945936,7.0,7,7,low
1656323755022,137.0,137,137,medium
1655995800992,59.0,59,59,medium
1658882397609,43.0,43,43,low
1658749697857,7.0,7,7,low
1658570930238,7.0,7,7,low
1655986288947,63.0,63,63,medium
1655978258267,30.0,30,30,low
1656299382614,349.0,349,349,high
1657164462975,310.0,310,310,high
1656353155631,253.0,253,253,high
1656593846959,39.0,39,39,low
1656091683200,22.0,22,22,low
1656095665288,129.0,129,129,medium
1656170643266,101.0,101,101,medium
1658502188141,43.0,43,43,low
1656473237132,118.0,118,118,medium
1658747456668,7.0,7,7,low
1656247158492,135.0,135,135,medium
1656271338983,51.0,51,51,medium
1656097406569,240.0,240,240,high
1657423372100,257.0,257,257,high
1656105606928,139.0,139,139,medium
1656358178623,134.5,134,135,medium
1656109269634,166.0,166,166,high
1656515281051,152.0,152,152,high
1656568068861,71.0,71,71,medium
1658313372268,7.0,7,7,low
1655968849055,6.0,6,6,low
1655933154298,160.0,160,160,high
1655930108749,165.0,165,165,high
1657113853246,268.0,268,268,high
1656106946472,51.0,51,51,medium
1658437052074,7.0,7,7,low
1656555782764,269.0,269,269,high
1657352232980,187.0,187,187,high
1656022322091,32.0,32,32,low
1656412075518,65.0,65,65,medium
1658689973097,43.0,43,43,low
1656350571561,8.0,8,8,low
1658783761296,43.0,43,43,low
1655972249032,43.0,43,43,low
1658496500796,43.0,43,43,low
1655914968316,334.0,334,334,high
1657358052328,184.0,184,184,high
1658849857207,257.0,257,257,high
1657225009464,43.0,43,43,low
1657120371995,257.0,257,257,high
1656242378651,56.0,56,56,medium
1657095501621,14.0,14,14,low
1658307230882,257.0,257,257,high
1656457936194,106.0,106,106,medium
1657197854025,187.0,187,187,high
1656494887912,175.0,175,175,high
1656034069251,92.0,92,92,medium
1658274246560,33.0,33,33,low
1656190403580,8.0,8,8,low
1656254750736,20.0,20,20,low
1658334330808,187.0,187,187,high
1656011953167,8.0,8,8,low
1655957784306,202.0,202,202,high
1656113484457,6.0,6,6,low
1657243803647,43.0,43,43,low
1657104997189,187.0,187,187,high
1656201935070,59.0,59,59,medium
1655974780609,15.0,15,15,low
1656081902838,59.0,59,59,medium
1655939033891,37.0,37,37,low
1655942751164,20.0,20,20,low
1655914425424,132.0,132,132,medium
1658333108222,7.0,7,7,low
1656281209390,7.0,7,7,low
1655963918717,60.0,60,60,medium
1656083732800,231.0,231,231,high
1655917655825,147.0,147,147,medium
1656541642423,142.0,142,142,medium
1656540798568,40.0,40,40,low
1655952560952,166.0,166,166,high
1656158075420,166.0,166,166,high
1657214418737,7.0,7,7,low
1657280696033,43.0,43,43,low
1658634183349,43.0,43,43,low
1656471139041,244.0,244,244,high
1658339168444,43.0,43,43,low
1656038563308,191.0,191,191,high
1659163471086,7.0,7,7,low
1656240181737,69.0,69,69,medium
1656193978879,120.0,120,120,medium
1656343905347,23.0,23,23,low
1657388316586,30.0,30,30,low
1657220227771,7.0,7,7,low
1656576161099,154.0,154,154,high
1656234126179,80.0,80,80,medium
1657280374886,7.0,7,7,low
1658391866528,43.0,43,43,low
1656178102379,224.0,224,224,high
1655997526449,147.0,147,147,medium
1657278995792,257.0,257,257,high
1657356133021,43.0,43,43,low
1656193610326,272.0,272,272,high
1658463820760,43.0,43,43,low
1658777668784,7.0,7,7,low
1656584290862,58.0,58,58,medium
1655958979869,128.0,128,128,medium
1656581344875,229.0,229,229,high
1656211728290,36.0,36,36,low
1656497074815,6.0,6,6,low
1656201317280,155.0,155,155,high
1655919026186,20.0,20,20,low
1656077116924,38.0,38,38,low
1656303520763,39.0,39,39,low
1656590298229,244.0,244,244,high
1656208621050,40.0,40,40,low
1657221671142,372.0,372,372,high
1656517097755,310.0,310,310,high
1656252229698,51.0,51,51,medium
1656521424890,78.0,78,78,medium
1656207752481,99.0,99,99,medium
1656258834974,43.0,43,43,low
1656337081571,151.0,151,151,high
1655950433580,52.0,52,52,medium
1659041337191,70.0,70,70,medium
1656551788591,162.0,162,162,high
1656559334359,306.0,306,306,high
1656383354799,311.0,311,311,high
1659083006503,187.0,187,187,high
1660275445741,187.0,187,187,high
1657348517430,43.0,43,43,low
1655960071813,132.0,132,132,medium
1658598505851,7.0,7,7,low
1656145043466,21.0,21,21,low
1656512103336,34.0,34,34,low
1655969822233,8.0,8,8,low
1658376828040,43.0,43,43,low
1656433576135,148.0,148,148,medium
1656557924641,41.75,41,42,low
1655999524459,18.0,18,18,low
1657396085439,7.0,7,7,low
1657225005846,43.0,43,43,low
1656117598023,190.0,190,190,high
1656266256592,155.0,155,155,high
1656220637802,12.0,12,12,low
1656393986878,67.0,67,67,medium
1656009874580,174.0,174,174,high
1657180842185,188.0,188,188,high
1656145348304,157.0,157,157,high
1656165565766,18.0,18,18,low
1656341036155,82.0,82,82,medium
1658972153949,43.0,43,43,low
1656195853331,217.0,217,217,high
1658711211440,43.0,43,43,low
1657322705746,7.0,7,7,low
1658595074161,43.0,43,43,low
1656272707925,8.0,8,8,low
1658462789555,187.0,187,187,high
1656157093301,51.0,51,51,medium
1655992314039,47.0,47,47,low
1658308294444,7.0,7,7,low
1657174629982,187.0,187,187,high
1659827066684,7.0,7,7,low
1656035922914,92.0,92,92,medium
1656522275499,57.0,57,57,medium
1656116634924,82.0,82,82,medium
1656499456855,190.0,190,190,high
1657454279344,7.0,7,7,low
1657345839019,160.0,160,160,high
1655939208713,147.0,147,147,medium
1656083972062,271.0,271,271,high
1657122469722,63.0,63,63,medium
1657121920107,109.0,109,109,medium
1657282665588,7.0,7,7,low
1655952843034,149.0,149,149,medium
1656042394401,52.0,52,52,medium
1656046150857,23.0,23,23,low
1656429833159,66.0,66,66,medium
1656078304849,20.0,20,20,low
1656428891566,120.0,120,120,medium
1657156184243,87.0,87,87,medium
1656498630179,65.0,65,65,medium
1656273187048,6.0,6,6,low
1655928503766,54.0,54,54,medium
1655971157889,181.0,181,181,high
1655953111405,137.0,137,137,medium
1657166051655,48.0,48,48,low
1659547675799,7.0,7,7,low
1658349282444,57.0,57,57,medium
1655886594268,193.0,193,193,high
1658661002682,43.0,43,43,low
1658299548991,43.0,43,43,low
1656372683788,210.0,210,210,high
1656105321222,139.0,139,139,medium
1656233648649,138.0,138,138,medium
1656299449792,209.0,209,209,high
1657413927582,30.0,30,30,low
1656124460809,54.0,54,54,medium
1658580232296,43.0,43,43,low
1656119984899,10.0,10,10,low
1656253652087,8.0,8,8,low
1656196232551,46.0,46,46,low
1657159651916,7.0,7,7,low
1657336087778,43.0,43,43,low
1656239233298,45.0,45,45,low
1658462947865,43.0,43,43,low
1656226306438,218.0,218,218,high
1656588523097,144.0,144,144,medium
1656603209498,79.0,79,79,medium
1656036071363,81.0,81,81,medium
1657232251743,7.0,7,7,low
1659055248098,7.0,7,7,low
1655984051131,81.0,81,81,medium
1656619479604,13.0,13,13,low
1658349879527,7.0,7,7,low
1655997576245,282.0,282,282,high
1656510412848,271.0,271,271,high
1655923066945,100.0,100,100,medium
1656279130786,25.0,25,25,low
1657191762978,131.0,131,131,medium
1656299881540,77.0,77,77,medium
1657134846548,7.0,7,7,low
1657109848952,35.0,35,35,low
1656442071222,137.0,137,137,medium
1656089415859,14.0,14,14,low
1656200048168,151.0,151,151,high
1658462203968,7.0,7,7,low
1656577929488,176.0,176,176,high
1658454497864,43.0,43,43,low
1656235571249,259.0,259,259,high
1656354131169,43.0,43,43,low
1656327037019,24.0,24,24,low
1656190646230,6.0,6,6,low
1658386541523,257.0,257,257,high
1656461217766,105.0,105,105,medium
1659197049839,43.0,43,43,low
1656185723730,52.0,52,52,medium
1657346358363,166.0,166,166,high
1657114501162,8.0,8,8,low
1656181037184,97.0,97,97,medium
1655976136532,186.0,186,186,high
1656201491402,28.0,28,28,low
1656206872035,6.0,6,6,low
1656026274553,71.0,71,71,medium
1656103564656,108.0,108,108,medium
1656129142718,71.0,71,71,medium
1656023058532,8.0,8,8,low
1655967014035,36.0,36,36,low
1655939111012,49.0,49,49,low
1658854745746,43.0,43,43,low
1656611013308,22.0,22,22,low
1658440955680,257.0,257,257,high
1655935534317,210.0,210,210,high
1656148905455,22.0,22,22,low
1656060730748,33.0,33,33,low
1656098515647,8.0,8,8,low
1655942145371,37.0,37,37,low
1655941933244,229.0,229,229,high
1656504567690,67.0,67,67,medium
1656089812332,94.0,94,94,medium
1658288243510,7.0,7,7,low
1656556932512,234.0,234,234,high
1656157292756,23.0,23,23,low
1655990701928,34.0,34,34,low
1655978822105,115.0,115,115,medium
1656203022247,17.0,17,17,low
1657400420204,30.0,30,30,low
1655915788924,8.0,8,8,low
1655992928752,18.0,18,18,low
1656369419377,86.0,86,86,medium
1656392422940,25.0,25,25,low
1655946353147,46.0,46,46,low
1656094760619,62.0,62,62,medium
1656083803672,144.0,144,144,medium
1656371385728,80.0,80,80,medium
1658667881377,7.0,7,7,low
1656145152749,8.0,8,8,low
1657096988292,189.0,189,189,high
1656045518759,46.0,46,46,low
1656420064908,23.0,23,23,low
1656530161304,271.0,271,271,high
1659101223613,187.0,187,187,high
1656409746728,61.0,61,61,medium
1656068009428,17.0,17,17,low
1659172934001,40.0,37,43,low
1656190299652,7.0,7,7,low
1657216835763,30.0,30,30,low
1656130344006,156.0,156,156,high
1656449744313,77.0,77,77,medium
1655961431830,151.0,151,151,high
1658312641211,43.0,43,43,low
1656290622922,178.0,178,178,high
1656557761805,71.0,71,71,medium
1656563763172,224.0,224,224,high
1657215342298,7.0,7,7,low
1656139956133,8.0,8,8,low
1656588721933,159.0,159,159,high
1656343673129,188.0,188,188,high
1658423455464,7.0,7,7,low
1656515304500,33.0,33,33,low
1655924534816,204.0,204,204,high
1658310062542,43.0,43,43,low
1655898116356,193.0,193,193,high
1655962094269,346.0,346,346,high
1657174446528,43.0,43,43,low
1656152260276,484.5,483,486,high
1657212102133,7.0,7,7,low
1656495084338,99.0,99,99,medium
1658377679263,43.0,43,43,low
1658984156090,7.0,7,7,low
1658397662044,7.0,7,7,low
1658881463251,257.0,257,257,high
1656153980251,165.0,165,165,high
1658452631713,7.0,7,7,low
1657146281976,187.0,187,187,high
1656286567236,167.0,167,167,high
1656586677708,95.0,95,95,medium
1657428425431,43.0,43,43,low
1657331391558,187.0,187,187,high
1658316749857,7.0,7,7,low
1655946452937,272.0,272,272,high
1656585047671,166.0,166,166,high
1655910115910,41.0,34,48,low
1657439371342,43.0,43,43,low
1658313636396,187.0,187,187,high
1657084932842,184.0,184,184,high
1656276269353,185.0,185,185,high
1656519223142,141.0,141,141,medium
1656419844869,168.0,168,168,high
1657238366944,43.0,43,43,low
1656380802975,38.0,38,38,low
1658863119669,43.0,43,43,low
1656025155923,6.0,6,6,low
1656298675589,276.0,276,276,high
1656026025076,373.0,373,373,high
1656338469368,20.0,20,20,low
1657424576817,30.0,30,30,low
1657169538068,21.0,21,21,low
1656056067543,8.0,8,8,low
1658487771274,7.0,7,7,low
1656138132351,16.0,16,16,low
1656130605682,57.0,57,57,medium
1658559230720,43.0,43,43,low
1656479103114,94.0,94,94,medium
1657348545573,40.0,40,40,low
1656067310614,181.0,181,181,high
1656329816409,7.0,7,7,low
1659908131361,87.0,87,87,medium
1656012402959,271.0,271,271,high
1658681117872,43.0,43,43,low
1656431865784,96.0,96,96,medium
1657133215654,162.0,162,162,high
1658624000402,43.0,43,43,low
1656121649417,88.0,88,88,medium
1656198799963,30.0,30,30,low
1657283712358,7.0,7,7,low
1656085261815,65.0,65,65,medium
1656152276001,72.0,72,72,medium
1656415561200,259.0,259,259,high
1658377025149,7.0,7,7,low
1657129464428,30.0,30,30,low
1657392173150,257.0,257,257,high
1656360863250,19.0,19,19,low
1660238685832,43.0,43,43,low
1656490074459,29.0,29,29,low
1656566487591,115.0,115,115,medium
1656588698810,94.0,94,94,medium
1656586288716,60.0,60,60,medium
1656260654766,179.0,179,179,high
1657208053652,43.0,43,43,low
1656298657334,6.0,6,6,low
1656193878549,172.0,172,172,high
1656146999950,53.0,53,53,medium
1655976048985,180.0,180,180,high
1659224702583,257.0,257,257,high
1657130075525,43.0,43,43,low
1656000680330,61.0,61,61,medium
1656231225356,62.0,62,62,medium
1655989230357,117.0,117,117,medium
1658531141023,43.0,43,43,low
1656522659253,25.0,25,25,low
1658955286131,619.0,619,619,high
1656612849499,47.0,47,47,low
1655948935710,152.0,152,152,high
1656520173404,62.0,62,62,medium
1655995082771,6.0,6,6,low
1657390559611,187.0,187,187,high
1656060549528,217.0,217,217,high
1656014539533,61.0,61,61,medium
1656003559505,13.0,13,13,low
1656318126233,44.0,44,44,low
1657116773908,43.0,43,43,low
1655958743135,7.0,7,7,low
1656428403444,44.0,44,44,low
1657110730718,144.0,144,144,medium
1658566330924,43.0,43,43,low
1656062200486,32.0,32,32,low
1658360481214,150.0,150,150,medium
1656036947671,58.0,58,58,medium
1658843839735,7.0,7,7,low
1657337098634,7.0,7,7,low
1657103115197,28.0,28,28,low
1657105304328,41.0,41,41,low
1657121114647,43.0,43,43,low
1656374061376,63.0,63,63,medium
1656195009658,55.0,55,55,medium
1656613099018,14.0,14,14,low
1659169661693,43.0,43,43,low
1656243536101,172.0,172,172,high
1656371913986,52.0,52,52,medium
1658353351627,184.0,184,184,high
1656470041177,46.0,46,46,low
1656516325520,657.0,657,657,high
1656004500353,82.0,82,82,medium
1656435693540,185.0,185,185,high
1656505664961,58.0,58,58,medium
1658450274553,187.0,187,187,high
1658925289164,7.0,7,7,low
1657363060778,7.0,7,7,low
1657357285653,43.0,43,43,low
1657102166836,71.0,71,71,medium
1656346499182,15.0,15,15,low
1656324602461,42.0,42,42,low
1657100740408,122.0,122,122,medium
1658330394238,43.0,43,43,low
1656013180109,356.0,356,356,high
1656514713104,170.0,170,170,high
1655983335641,110.0,110,110,medium
1656089646201,145.75,144,147,medium
1656046314077,47.0,47,47,low
1656072708442,143.0,143,143,medium
1656384063133,435.0,435,435,high
1656320632495,62.0,62,62,medium
1656232891080,166.0,166,166,high
1657158704201,7.0,7,7,low
1655943710001,214.0,214,214,high
1656010630204,37.0,37,37,low
1655904376432,151.0,151,151,high
1656159356876,271.0,271,271,high
1656581083008,250.0,250,250,high
1656024962653,84.0,84,84,medium
1656563817008,225.0,225,225,high
1658273515296,43.0,43,43,low
1656146726404,269.0,269,269,high
1657201196512,98.0,98,98,medium
1656363671858,111.0,111,111,medium
1655983581142,21.0,21,21,low
1658360025420,7.0,7,7,low
1656262974329,16.0,16,16,low
1656198574646,239.0,239,239,high
1656140715732,142.0,142,142,medium
1656564949258,34.0,34,34,low
1655908365628,6.0,6,6,low
1656094387773,12.0,12,12,low
1656285467626,173.0,173,173,high
1657134899615,272.0,263,275,high
1655977694545,30.0,30,30,low
1655970474995,84.0,84,84,medium
1656162708355,65.0,65,65,medium
1656250522043,61.0,61,61,medium
1658310813805,187.0,187,187,high
1657212170914,7.0,7,7,low
1658441621508,7.0,7,7,low
1657236405646,7.0,7,7,low
1656422350075,119.25,117,120,medium
1656514484060,116.0,116,116,medium
1657151298521,30.0,30,30,low
1656062597458,271.0,271,271,high
1657335374569,7.0,7,7,low
1656108584765,88.0,88,88,medium
1656096037234,54.0,54,54,medium
1656415912849,333.0,321,337,high
1656082005025,80.0,79,83,medium
1656399051442,86.0,86,86,medium
1656416503087,35.0,35,35,low
1658626213402,43.0,43,43,low
1656259179802,155.0,155,155,high
1655993189398,119.0,119,119,medium
1656290337326,7.0,7,7,low
1656241987548,140.0,140,140,medium
1656324231344,152.5,141,164,high
1656495061291,130.5,130,132,medium
1656176858218,81.0,81,81,medium
1656519833465,94.0,94,94,medium
1656270407407,42.0,42,42,low
1656474492456,101.0,101,101,medium
1656186258633,48.0,48,48,low
1656329624661,251.0,251,251,high
1655922447721,81.0,81,81,medium
1655939024843,22.0,22,22,low
1656347602522,11.0,11,11,low
1656435954308,6.0,6,6,low
1656147516091,74.0,74,74,medium
1655897028676,151.0,151,151,high
1658348712670,7.0,7,7,low
1656257209226,66.0,66,66,medium
1655940043052,143.0,143,143,medium
1657362570072,257.0,257,257,high
1658328591486,43.0,43,43,low
1657359412019,43.0,43,43,low
1656118897102,71.0,71,71,medium
1656567568201,75.0,75,75,medium
1656210223452,67.0,67,67,medium
1657128332371,30.0,30,30,low
1658917225141,257.0,257,257,high
1656266911250,11.0,11,11,low
1657332667583,257.0,257,257,high
1657194519422,187.0,187,187,high
1656142435731,175.0,175,175,high
1656092858322,130.0,130,130,medium
1656113864624,103.0,103,103,medium
1658478372664,43.0,43,43,low
1658314772167,187.0,187,187,high
1658309916641,43.0,43,43,low
1656619619948,145.0,145,145,medium
1656174973730,6.0,6,6,low
1656354344910,98.0,98,98,medium
1660251863957,7.0,7,7,low
1658366241685,43.0,43,43,low
1658417708155,43.0,43,43,low
1658626736365,7.0,7,7,low
1659098352235,7.0,7,7,low
1658966474605,43.0,43,43,low
1656277411346,42.0,42,42,low
1656280695108,83.0,83,83,medium
1656101918323,136.0,136,136,medium
1657111124822,69.0,69,69,medium
1656209412079,286.0,286,286,high
1656159460836,6.0,6,6,low
1656498459370,48.0,48,48,low
1656162443085,103.0,103,103,medium
1658330473854,43.0,43,43,low
1657201359336,184.0,184,184,high
1657255231504,7.0,7,7,low
1655999240681,17.0,17,17,low
1656521409863,132.0,132,132,medium
1656000631956,485.0,485,485,high
1656311485830,17.0,17,17,low
1656228707201,47.0,47,47,low
1655890913887,12.0,12,12,low
1657446571940,7.0,7,7,low
1658623076189,43.0,43,43,low
1655910017196,248.0,248,248,high
1656393831828,114.0,114,114,medium
1656278804093,49.0,49,49,low
1658473985307,7.0,7,7,low
1657140439148,7.0,7,7,low
1656506774646,8.0,8,8,low
1656434542465,166.0,166,166,high
1657195854019,35.0,35,35,low
1656041459486,15.0,15,15,low
1656279301416,250.0,250,250,high
1657227060563,7.0,7,7,low
1657111984572,30.0,30,30,low
1656178510499,32.0,32,32,low
1656007478485,228.0,228,228,high
1655927604062,164.0,164,164,high
1656480846708,82.0,82,82,medium
1656604029433,495.0,495,495,high
1656268000446,149.0,149,149,medium
1655916883448,132.0,132,132,medium
1657358606921,257.0,257,257,high
1655993730606,202.0,202,202,high
1656171687430,14.0,14,14,low
1659224259421,7.0,7,7,low
1656062048099,135.0,135,135,medium
1658732346304,7.0,7,7,low
1658451282147,257.0,257,257,high
1656113244604,151.0,151,151,high
1656087269179,17.0,17,17,low
1657181686178,7.0,7,7,low
1657182188814,30.0,30,30,low
1657189773139,7.0,7,7,low
1658288125513,7.0,7,7,low
1656536575535,452.0,452,452,high
1655975561232,136.0,136,136,medium
1659153521796,43.0,43,43,low
1657134967529,187.0,187,187,high
1657122389729,43.0,43,43,low
1657141876841,187.0,187,187,high
1655920190977,53.0,53,53,medium
1656327350327,43.0,43,43,low
1656161778995,61.0,61,61,medium
1657373260941,7.0,7,7,low
1656536491402,6.0,6,6,low
1656077587962,15.0,15,15,low
1657135666975,352.0,352,352,high
1656282345822,149.0,149,149,medium
1656470969004,162.0,162,162,high
1656385908571,296.0,296,296,high
1655974101544,97.0,97,97,medium
1656500012816,49.0,49,49,low
1656241749329,30.0,30,30,low
1656297240548,8.0,8,8,low
1656368567935,142.0,142,142,medium
1656037048619,8.0,8,8,low
1656281674779,349.0,349,349,high
1656023789256,162.0,162,162,high
1656169298012,175.0,175,175,high
1656342409147,49.0,49,49,low
1656426305540,68.0,68,68,medium
1658435050861,7.0,7,7,low
1658719065664,43.0,43,43,low
1658298661110,43.0,43,43,low
1658267613550,43.0,43,43,low
1656019448104,6.0,6,6,low
1658284011939,257.0,257,257,high
1655894343842,6.0,6,6,low
1655942709783,96.0,96,96,medium
1656259540992,166.0,166,166,high
1656011637818,57.0,57,57,medium
1655933208121,55.0,55,55,medium
1658309224998,43.0,43,43,low
1658336930322,43.0,43,43,low
1656437235102,52.0,52,52,medium
1656381358177,126.0,126,126,medium
1657219881512,544.0,544,544,high
1658352168381,7.0,7,7,low
1656003226699,108.0,108,108,medium
1656137390853,9.0,9,9,low
1656598583579,166.0,166,166,high
1656094487508,6.0,6,6,low
1656460560035,142.0,142,142,medium
1656230321301,7.0,7,7,low
1657284898989,30.0,30,30,low
1656487222332,114.0,114,114,medium
1656257549085,61.0,61,61,medium
1658455899981,187.0,187,187,high
1656234090068,7.0,7,7,low
1655905777432,111.0,111,111,medium
1656179783829,172.0,172,172,high
1656022766813,26.0,26,26,low
1656340377176,172.0,172,172,high
1659124351707,7.0,7,7,low
1656216585528,58.0,58,58,medium
1658367257009,257.0,257,257,high
1656558357878,36.0,36,36,low
1656243952374,132.0,132,132,medium
1657102318856,122.0,122,122,medium
1658265675503,32.0,32,32,low
1656344197993,63.0,63,63,medium
1657219369344,7.0,7,7,low
1656248880566,38.0,38,38,low
1656614236396,49.0,49,49,low
1656348617624,166.0,166,166,high
1655935388938,166.0,166,166,high
1657144494186,84.0,84,84,medium
1655990596046,95.0,95,95,medium
1657108689936,131.0,131,131,medium
1656184296106,192.0,192,192,high
1657205716272,43.0,43,43,low
1657418796350,43.0,43,43,low
1656405002054,28.0,28,28,low
1656439800182,70.0,70,70,medium
1656013396353,104.0,104,104,medium
1656353707091,117.0,117,117,medium
1658552631487,7.0,7,7,low
1658527398948,187.0,187,187,high
1656359642971,171.0,171,171,high
1657205427255,35.0,35,35,low
1657316473816,257.0,257,257,high
1656345030442,295.0,295,295,high
1657101831646,22.0,22,22,low
1655919198173,17.0,17,17,low
1656612876425,71.0,71,71,medium
1656395125547,13.0,13,13,low
1656518757956,152.0,152,152,high
1656162694593,16.0,16,16,low
1657180564869,30.0,30,30,low
1656434484522,240.0,240,240,high
1658410823322,25.0,25,25,low
1655986729197,119.0,119,119,medium
1657093870553,17.0,17,17,low
1657134596160,8.0,8,8,low
1657178534327,30.0,30,30,low
1656592466271,53.0,53,53,medium
1656514082061,185.0,185,185,high
1657368341143,187.0,187,187,high
1657360619953,43.0,43,43,low
1656006023468,178.0,178,178,high
1658790339230,187.0,187,187,high
1658319659801,187.0,187,187,high
1656578964530,160.0,160,160,high
1656100386814,91.0,91,91,medium
1657139686004,43.0,43,43,low
1658397967596,43.0,43,43,low
1656037262614,146.0,146,146,medium
1656020111131,60.0,60,60,medium
1657307393432,7.0,7,7,low
1656555360731,52.0,52,52,medium
1658490739813,187.0,187,187,high
1658326937620,43.0,43,43,low
1655987051233,101.0,101,101,medium
1656512507904,6.0,6,6,low
1656532071978,167.0,167,167,high
1656099814633,295.0,295,295,high
1656040127999,32.0,32,32,low
1656131501534,155.0,155,155,high
1658606868312,7.0,7,7,low
1655944782733,176.0,176,176,high
1656000257222,13.0,13,13,low
1656460442059,83.0,83,83,medium
1655995712392,112.0,112,112,medium
1656163583645,291.0,291,291,high
1656524172988,115.0,115,115,medium
1658558347029,257.0,257,257,high
1657223857854,7.0,7,7,low
1658647880731,43.0,43,43,low
1656411928272,85.0,85,85,medium
1656586349994,14.0,14,14,low
1657220450393,7.0,7,7,low
1656174722650,15.0,15,15,low
1656130673462,26.0,26,26,low
1655968837464,18.0,18,18,low
1656498211633,75.0,75,75,medium
1656290510411,48.0,48,48,low
1657152657912,46.0,46,46,low
1657173530207,7.0,7,7,low
1655938007961,34.0,34,34,low
1656270470738,57.0,57,57,medium
1655930033539,332.0,332,332,high
1656360687316,162.0,162,162,high
1657151362253,30.0,30,30,low
1658853113589,7.0,7,7,low
1656280264537,34.0,34,34,low
1657416742494,43.0,43,43,low
1656122978857,113.0,113,113,medium
1658579101271,200.0,200,200,high
1659558807799,43.0,43,43,low
1656506334232,168.0,168,168,high
1657159357702,7.0,7,7,low
1656619007310,211.0,211,211,high
1658509036868,43.0,43,43,low
1656593911423,6.0,6,6,low
1657126520717,7.0,7,7,low
1656366292668,363.0,363,363,high
1655928861967,53.0,53,53,medium
1656376820620,179.0,179,179,high
1657299438795,187.0,187,187,high
1658525806145,43.0,43,43,low
1656033655732,330.0,330,330,high
1657134511729,7.0,7,7,low
1658963977394,7.0,7,7,low
1656051836846,239.0,239,239,high
1657149018192,43.0,43,43,low
1656386749696,84.0,84,84,medium
1656299018213,265.0,265,265,high
1656213305234,85.0,85,85,medium
1656324166974,7.0,7,7,low
1655973771833,95.0,95,95,medium
1656319640329,227.0,227,227,high
1656522740837,104.0,104,104,medium
1656020414155,123.0,123,123,medium
1656041450634,127.0,127,127,medium
1656305388593,8.0,8,8,low
1656106198918,303.0,303,303,high
1656040094513,8.0,8,8,low
1656212139384,188.0,188,188,high
1656024328532,20.0,20,20,low
